LOCATION,BEDROOMS,BATHROOMS,SIZE_SQM,PRICE_KSH,SATELLITE_TOWN
Westlands,4,2,20.0,56974638.0,0
Kitengela,1,1,191.64888888078758,20348313.0,1
Ruiru,4,1,211.63849345167586,26294999.0,1
Kilimani,1,2,91.07254294071183,56665374.0,0
Athi River,3,1,134.198814760371,27145523.0,1
South B,4,2,66.55009919215308,30630433.0,0
Kitengela,3,2,20.0,28632333.0,1
Athi River,2,2,75.67708406745682,28460777.0,1
Westlands,1,1,87.59165763218338,54328349.0,0
Ruiru,4,1,98.70895611889107,25637397.0,1
Kilimani,2,2,62.46515459964073,38763460.0,0
Syokimau,1,4,75.99448999096566,25814223.0,1
Parklands,3,1,119.33962070229553,46087030.0,0
Athi River,2,1,73.78638101339148,20381889.0,1
Westlands,1,3,152.61145995300166,50808255.0,0
Ruiru,1,1,160.89963908384635,29018039.0,1
Kitengela,1,3,262.8232647698694,39784141.0,1
Ruiru,2,2,187.54079592740771,34960727.0,1
Rongai,3,2,134.58618349970487,18324835.0,1
Ngong,2,2,82.78414219993928,22150559.0,1
Syokimau,3,1,137.62484110043994,24737723.0,1
Ruiru,4,2,139.59575759498136,34499633.0,1
Kileleshwa,3,3,89.20121465966035,48522544.0,0
Kilimani,1,3,167.02388380517266,45762175.0,0
Ruiru,3,2,36.114119119087476,23002302.0,1
Ruiru,2,3,105.33600986774937,26630174.0,1
Athi River,2,1,153.35150755904442,27781849.0,1
Athi River,3,2,102.74495114447419,22355168.0,1
Westlands,2,2,107.59473579424373,36587552.0,0
Ruiru,4,3,111.73284832846318,17455296.0,1
Kilimani,1,2,69.86392555873527,50128929.0,0
Kilimani,3,2,190.43405589445248,53888246.0,0
Rongai,1,3,58.9177396846311,20855756.0,1
Westlands,4,2,139.08955964459312,66354067.0,0
Ruiru,1,1,144.81887389694242,20026463.0,1
Kilimani,1,2,63.08268592746199,25889146.0,0
Karen,2,2,124.3862552628446,58385870.0,0
Kitengela,2,2,65.42206963531787,24636053.0,1
Kileleshwa,1,4,203.46254850335671,28550810.0,0
Kitengela,2,2,51.67302378142722,24207510.0,1
Thika,2,2,80.76617434608214,20274261.0,1
South B,1,2,46.54649949866517,24174087.0,0
Kileleshwa,2,1,38.53807638794689,34464442.0,0
Karen,3,1,215.47291745293762,30841680.0,0
Parklands,3,4,152.56648043475371,37145603.0,0
Lavington,3,2,128.41760554203265,42029938.0,0
Syokimau,3,1,80.6053821991847,30597705.0,1
Syokimau,2,1,174.4567086628061,29750579.0,1
Ruiru,1,2,70.54665363795283,25969621.0,1
Thika,2,3,167.61835765980618,12929080.0,1
Kitengela,3,3,67.64932340366182,20706699.0,1
Athi River,5,1,81.32953788745968,30631852.0,1
Ruiru,2,4,165.49694316707527,27466454.0,1
Thika,1,2,171.82964064934603,29334253.0,1
Rongai,1,2,155.84837603380566,15524784.0,1
Kilimani,2,2,57.01955305459231,46824296.0,0
Rongai,2,1,93.19638805663027,19763263.0,1
Kitengela,1,4,129.4139244719108,21294025.0,1
Rongai,4,1,69.04314228539451,29298804.0,1
Ruiru,2,1,202.2577656077576,38342908.0,1
Ruiru,4,3,20.0,30173498.0,1
Lavington,3,2,73.27562907785082,64986065.0,0
Kileleshwa,3,3,89.42600982781009,51351818.0,0
Rongai,3,2,20.0,17238710.0,1
Kitengela,3,2,36.22625218582854,23971666.0,1
Kitengela,3,4,157.5173707525241,27259643.0,1
Ruiru,3,1,121.81701819317783,40193532.0,1
Syokimau,2,3,214.38816132257415,39949546.0,1
Ruiru,5,1,212.71358675308915,34770616.0,1
Westlands,3,3,145.9827827162368,60894133.0,0
Kileleshwa,3,1,138.7942949400427,32734444.0,0
Westlands,4,2,123.95586651473403,54810415.0,0
South B,1,3,20.0,22341426.0,0
South B,1,2,36.326429200435484,18753377.0,0
Ruiru,2,3,126.04053018593605,31585912.0,1
Thika,2,3,156.9615425248603,30545143.0,1
Ruiru,3,3,137.38018872828843,32054585.0,1
Athi River,2,4,66.45210193706055,21505744.0,1
Ngong,2,2,176.24437694816973,20768170.0,1
Parklands,2,1,208.9466417252782,33355847.0,0
Ruiru,1,1,176.2793760174804,22825136.0,1
Ngong,3,1,179.37595977542824,28091583.0,1
Kileleshwa,3,1,86.44645212268735,49608745.0,0
Embakasi,1,2,184.55604736204793,37244580.0,0
Westlands,2,1,128.74551835965943,33137137.0,0
Syokimau,2,1,150.6933317113203,25439783.0,1
Athi River,1,1,141.92591056948254,21053636.0,1
Athi River,1,3,112.71077367357533,11421630.0,1
Kilimani,5,2,68.3998514926619,51119246.0,0
Parklands,2,2,115.07180018675722,36845674.0,0
Kilimani,1,3,179.20569704896937,44431586.0,0
Syokimau,1,1,93.51145168122542,31952187.0,1
Kileleshwa,3,4,173.60083575648878,45978002.0,0
Ruiru,3,2,164.22424023706031,28065561.0,1
Kitengela,3,1,102.06375617881018,29647005.0,1
Ruiru,1,2,203.32800621717462,35948983.0,1
Kilimani,4,3,98.66719972855765,48656910.0,0
Kilimani,2,2,210.57281175675791,55217727.0,0
Ruiru,2,3,146.04761889245836,27478398.0,1
Thika,2,1,119.04804489278919,23560264.0,1
Karen,2,1,66.73191717974078,52497015.0,0
Kilimani,4,1,114.70438619189753,39695764.0,0
Ruiru,4,1,107.77442919033479,26049800.0,1
Kilimani,2,1,44.50221688494567,51310183.0,0
Westlands,4,4,106.94307463693997,71967719.0,0
Athi River,3,1,71.77180919417486,31759351.0,1
Syokimau,4,2,155.1595061387269,24088528.0,1
Kilimani,1,2,198.37682854369217,33237213.0,0
Kileleshwa,2,3,46.385059422285565,28431975.0,0
Westlands,2,4,222.73846370201534,55591987.0,0
Rongai,3,3,112.28693793689222,11006490.0,1
South B,1,4,61.49871690368915,26092182.0,0
Kilimani,2,3,165.465286812491,59295479.0,0
Kileleshwa,2,4,93.21273130469712,47453466.0,0
Rongai,2,3,115.09579943811035,21336102.0,1
Lavington,3,1,95.74330534727527,43188735.0,0
Ruiru,4,2,70.99572408810599,30675263.0,1
Westlands,3,2,163.43982194411421,62524484.0,0
Westlands,4,2,102.82191582634877,45688050.0,0
Syokimau,2,1,33.80089246924524,22579616.0,1
Ruiru,2,2,153.06360745295598,25409584.0,1
Westlands,2,4,47.665058938574674,33299059.0,0
Syokimau,1,1,50.804389639484484,22027630.0,1
Westlands,2,3,191.55637229863896,49465973.0,0
Ngong,3,3,48.21960604738729,17134461.0,1
Ruiru,2,4,20.0,24842756.0,1
Westlands,3,4,157.37168909768974,57430748.0,0
Syokimau,2,3,101.76819423113218,30857597.0,1
Ruiru,1,2,106.94069273171301,21030180.0,1
South B,1,1,101.12997639898799,19037558.0,0
Kitengela,2,2,133.9001963411236,29190091.0,1
Kileleshwa,2,3,74.83684548581593,33596052.0,0
Athi River,1,3,208.56689247394587,22953367.0,1
Kileleshwa,2,3,31.42617118143609,27376893.0,0
Lavington,2,1,146.6924950006274,45673102.0,0
Ruiru,2,2,158.52726023259504,38051631.0,1
Kitengela,3,2,74.42089434999733,22671451.0,1
Westlands,3,1,58.5759332833309,37091187.0,0
Ruiru,2,1,181.03045285020937,33969840.0,1
Rongai,3,1,60.54835475899711,23306020.0,1
Ngong,3,3,83.60016355496599,14219133.0,1
Kileleshwa,3,1,173.2385377475848,51144494.0,0
Kileleshwa,2,1,122.08447401234146,58602026.0,0
Ngong,1,4,20.0,8878017.0,1
Parklands,3,2,224.82354867321084,34436647.0,0
Kilimani,2,1,88.19935447320205,18248779.0,0
Kitengela,4,1,95.83456260561496,27373160.0,1
Ruiru,3,1,135.34705513958193,35064549.0,1
Karen,2,1,157.50460782024436,57054206.0,0
Kilimani,2,1,237.66625747748802,63770784.0,0
Kileleshwa,1,2,20.395911035658216,40253880.0,0
Thika,2,1,169.55713253555675,35491699.0,1
Westlands,2,2,164.58058164300462,63116323.0,0
Kitengela,2,3,111.770105347553,23526363.0,1
Ruiru,2,2,167.23642168897334,29753663.0,1
Ruiru,1,4,176.0564410581928,23385620.0,1
Ruiru,5,2,37.08223290077973,26092232.0,1
Kitengela,1,2,224.9859903528498,30117189.0,1
Kilimani,4,3,26.474264811711492,41604994.0,0
Syokimau,4,1,51.88102312567361,35001693.0,1
Ngong,2,1,104.29273958255422,22615657.0,1
Thika,3,2,235.4964307912234,25444654.0,1
Kilimani,2,2,101.50460221479682,35583491.0,0
Kilimani,3,3,118.08396659695136,51353058.0,0
Kileleshwa,2,4,205.9247162342738,32584858.0,0
Ruiru,2,2,101.98091144607164,25048892.0,1
Ruiru,2,2,49.29379722415946,29694566.0,1
Athi River,2,2,94.96590988570114,25138038.0,1
Westlands,2,4,202.24751002834665,52319881.0,0
Westlands,2,3,124.2518998233082,48859146.0,0
Ruiru,2,4,235.8394955433756,26039683.0,1
Athi River,1,1,164.2760955757293,21305765.0,1
Kilimani,1,3,81.311463816391,38982041.0,0
Syokimau,2,1,123.0645782679047,29680671.0,1
Kileleshwa,1,1,68.80691291148723,43945343.0,0
Karen,1,4,79.8940181610738,51429465.0,0
Karen,3,1,388.74505506154543,87588559.0,0
Kileleshwa,1,4,181.11747060202865,56217994.0,0
Kileleshwa,3,1,171.66587934040038,52253947.0,0
Ruiru,2,3,82.60918108151617,31287328.0,1
Kileleshwa,4,1,214.17504397686474,39057468.0,0
Athi River,2,2,185.96493610757622,21794183.0,1
Rongai,2,1,232.89727736146625,32715913.0,1
Athi River,2,2,229.98684890390695,22318138.0,1
Rongai,2,2,31.254642714148687,18426638.0,1
Ruiru,2,2,53.40963064380557,27321378.0,1
Kilimani,1,1,59.77273107218182,50651070.0,0
Thika,5,1,63.36356140005378,24363127.0,1
Ruiru,2,1,139.40714185562342,24334522.0,1
Athi River,2,2,85.99179287425093,24792914.0,1
Kileleshwa,3,3,244.3559124457511,38257661.0,0
Kilimani,2,3,234.28079292489826,47991163.0,0
Embakasi,3,1,119.61230435525762,30431845.0,0
Kilimani,2,2,237.31957296898742,49586888.0,0
Embakasi,3,3,209.2880776344121,35583298.0,0
South B,1,1,92.95760644936446,25949206.0,0
Ngong,3,2,20.0,18373930.0,1
Athi River,3,2,106.92189690235624,21984087.0,1
Syokimau,1,1,81.32267213529161,16606242.0,1
Rongai,1,1,132.39033750874984,24700107.0,1
Kileleshwa,2,1,125.35369721248495,48651773.0,0
Kitengela,5,2,123.78105953395371,35576653.0,1
Syokimau,2,1,151.42108448274988,28018592.0,1
Ruiru,2,1,47.24868317497929,19573022.0,1
Ruiru,1,2,144.68161665418248,30713794.0,1
Ruiru,2,1,93.62303081897963,28962807.0,1
Kitengela,2,1,131.99893199182122,27756622.0,1
Rongai,5,4,177.4445907139314,42316816.0,1
Kileleshwa,2,1,46.53601360673822,37129524.0,0
Parklands,3,2,103.12238083982584,37618667.0,0
Athi River,2,2,112.88794595826815,22673745.0,1
Rongai,1,2,89.14386170576155,14414869.0,1
Kitengela,2,2,173.98976976797744,32495512.0,1
Thika,2,1,76.77669847197171,21378099.0,1
Westlands,5,3,86.67597603345968,57120133.0,0
Ngong,4,2,77.40485202287613,35400208.0,1
Westlands,1,3,185.5233246863281,46807990.0,0
Karen,1,2,90.45335325526699,27164379.0,0
Embakasi,1,4,147.60272345301337,31658811.0,0
Kileleshwa,4,3,238.54230607380447,51593276.0,0
Kileleshwa,4,4,115.51089477896488,37362831.0,0
Thika,3,2,186.72364080198946,31127310.0,1
Kileleshwa,2,2,220.2812450455877,53248359.0,0
Rongai,2,3,181.63149360242483,21954437.0,1
Kilimani,2,3,118.99192104133557,41300913.0,0
Kilimani,2,4,158.5264655399168,59490697.0,0
South B,2,2,42.75728441187927,25788233.0,0
Athi River,1,3,73.19741051100289,21442015.0,1
Rongai,1,1,83.71948910208485,9828273.0,1
Ruiru,4,2,254.43672721045692,25838618.0,1
Athi River,3,1,71.24492914468398,24820291.0,1
Syokimau,2,2,70.35139492429022,31784622.0,1
Syokimau,2,4,57.36474118506099,18093981.0,1
Athi River,2,1,153.58870571584566,27077300.0,1
Syokimau,3,2,128.55728356013296,27678977.0,1
Ruiru,3,2,185.2055386215939,37814345.0,1
Kileleshwa,3,1,160.27557996464125,33671973.0,0
Thika,3,2,37.17660919655596,23196021.0,1
Kileleshwa,1,2,71.56333379937776,32230636.0,0
Athi River,2,1,201.91972489654927,30393888.0,1
Kileleshwa,2,3,107.8021053253917,40946931.0,0
Syokimau,2,4,191.25550908108076,29973406.0,1
Thika,3,1,111.01914312508097,27444885.0,1
Kileleshwa,2,1,61.940614302688715,38429638.0,0
Westlands,1,2,101.80435333999763,45352722.0,0
Kilimani,2,3,61.91701226701824,38166402.0,0
Syokimau,5,1,86.06683425585457,31281399.0,1
Rongai,1,1,132.05554239391475,24128741.0,1
Westlands,3,2,150.69630542214122,41740850.0,0
Thika,2,4,24.588520604742115,17885399.0,1
Ruiru,1,2,118.9579195494541,20077443.0,1
Kitengela,2,2,84.80305586641485,24046980.0,1
Lavington,3,4,81.09511146247125,41039579.0,0
Ruiru,2,2,127.96107714798461,31621645.0,1
Kitengela,4,3,86.97288763864728,31028278.0,1
Westlands,2,2,202.92827969080045,43338258.0,0
Kilimani,1,4,191.28371257506362,46042928.0,0
Kileleshwa,4,2,190.90969763652237,53617200.0,0
Westlands,2,3,90.30538827058189,45849305.0,0
Syokimau,2,2,62.250069904840664,21455030.0,1
Ruiru,3,3,124.92179576328694,22465623.0,1
Kitengela,2,1,110.97909802282396,29914083.0,1
Kilimani,3,2,83.47061025459811,51558464.0,0
Kileleshwa,1,3,49.45593319998231,34476705.0,0
Athi River,2,1,117.5089218439157,28687048.0,1
South B,1,2,95.7558329848516,12732813.0,0
Westlands,3,1,161.30082222228117,66521634.0,0
Karen,1,3,159.90636309128877,52784766.0,0
Syokimau,3,1,186.047988325363,33732521.0,1
Kitengela,4,3,44.442266887197704,23605286.0,1
Kitengela,2,2,144.06349846161797,34796709.0,1
Westlands,2,1,76.35205762597968,36885420.0,0
Kilimani,2,2,46.77514735133492,52234336.0,0
Syokimau,2,1,94.2838657830774,28831404.0,1
Ruiru,2,2,184.12229880807706,33967768.0,1
Lavington,3,2,97.66089878577094,44263302.0,0
Ruiru,5,1,213.92727959754671,26725808.0,1
Kilimani,4,4,152.93271093122002,57699879.0,0
Athi River,4,1,96.35457126116538,28487981.0,1
Kileleshwa,4,2,189.60290573438454,60410161.0,0
Kitengela,2,2,146.72380632685713,26276769.0,1
Athi River,3,2,64.04643669319768,21714970.0,1
Lavington,4,2,231.5281581348309,71005399.0,0
Ngong,2,2,135.5687293851886,35635564.0,1
Athi River,5,3,121.12777151912951,29611642.0,1
Athi River,2,2,68.66803980566304,19056019.0,1
Parklands,3,1,190.77229605646428,51177545.0,0
Kileleshwa,3,2,151.0365256416784,41813812.0,0
Westlands,5,1,157.75429081771446,62026074.0,0
Kileleshwa,1,1,89.5481193884539,36008080.0,0
Kileleshwa,3,2,170.0460343146041,59079147.0,0
Athi River,2,2,174.7088156142481,23855310.0,1
Syokimau,2,2,79.87330567313265,28491810.0,1
Syokimau,3,3,34.98059161914054,22781179.0,1
Westlands,2,2,154.88238356033543,47887158.0,0
Thika,3,2,25.599183023655613,19067459.0,1
Ruiru,2,1,129.12094667026676,31511898.0,1
Athi River,2,2,93.16529371276158,28003640.0,1
Kitengela,3,2,193.11991264733527,34631377.0,1
Ruiru,2,2,96.42936655396757,25263809.0,1
Kilimani,1,3,186.43637832022824,47106479.0,0
Kilimani,5,2,89.14743333821843,55388300.0,0
Rongai,2,2,179.99946030357665,32018250.0,1
Lavington,3,2,243.62049263020992,25259619.0,0
Syokimau,2,2,55.91717169802557,23445862.0,1
Kilimani,2,2,137.52214330385448,42863334.0,0
Ruiru,2,1,284.92694495460387,39964088.0,1
Thika,2,1,123.9953296141753,23876598.0,1
Thika,2,1,123.70729621377889,27664107.0,1
Kilimani,2,2,167.3099368410612,36362968.0,0
Westlands,2,3,122.46485184568525,51678186.0,0
Athi River,1,2,20.0,21830760.0,1
Ruiru,2,1,187.9372424903363,21433539.0,1
Kileleshwa,1,3,20.0,51844139.0,0
Westlands,1,3,94.99250093169948,57265230.0,0
Kitengela,4,3,192.44554494939888,32631106.0,1
Rongai,3,2,98.60745428143285,20382708.0,1
South B,3,3,78.37821045213576,32248679.0,0
Kitengela,2,1,172.75583430999365,29117774.0,1
Kitengela,4,1,68.93311278993681,28777465.0,1
Kilimani,3,1,46.66645682448278,54388848.0,0
Kitengela,3,3,136.470839249597,25626582.0,1
Ruiru,2,1,109.02460209524455,29428103.0,1
Syokimau,5,2,45.37961314866948,21332606.0,1
Ruiru,3,2,158.2171523996922,27895267.0,1
Kileleshwa,4,2,147.86925633463403,48813559.0,0
Kilimani,1,3,98.41469900366208,47147255.0,0
Ruiru,2,1,102.52007963250321,22190213.0,1
Kilimani,2,2,148.2235645205494,41407804.0,0
Kilimani,2,3,191.42168518512398,61467136.0,0
Embakasi,4,1,103.03240739344051,38390687.0,0
Ruiru,1,2,159.28130958048865,28609082.0,1
Kitengela,1,3,153.91201302507596,14477548.0,1
Karen,2,4,172.75843756253857,85082987.0,0
Embakasi,1,3,122.35855192460792,27507833.0,0
Syokimau,1,2,65.26046915601853,22277515.0,1
Ngong,3,2,92.25005080800184,22488949.0,1
Ruiru,2,1,140.57120794689888,30138365.0,1
Ruiru,1,1,229.1078627028956,33348756.0,1
Ruiru,2,1,90.9588226082233,30405258.0,1
Athi River,2,2,168.28724661164395,22336881.0,1
Athi River,1,3,100.3166129593944,21108614.0,1
Ruiru,3,2,126.62812535316814,40540104.0,1
Kilimani,3,2,210.92380495581554,52294171.0,0
Syokimau,3,2,165.857554885226,30695868.0,1
Kilimani,3,2,45.52204363554259,33908678.0,0
Syokimau,1,4,85.65149857130456,27290245.0,1
Athi River,5,1,195.37328066648155,40128783.0,1
Athi River,3,2,128.51268255770972,31635399.0,1
Thika,4,2,51.06959282304818,22334347.0,1
Karen,1,1,70.86285330157675,53658782.0,0
Kitengela,4,2,162.2096113626703,41511706.0,1
Thika,3,3,179.6646168730578,34583668.0,1
Syokimau,3,1,121.07131808893047,24918604.0,1
Kilimani,1,1,268.51882805616617,24503601.0,0
Westlands,3,1,169.44914180733832,56116610.0,0
Kileleshwa,5,3,105.39113582202597,51919865.0,0
Ruiru,3,3,71.05763711403935,20377394.0,1
Syokimau,2,2,61.50694172165751,25031267.0,1
Rongai,4,2,140.12527922882217,26529218.0,1
Kilimani,2,3,90.67337730519559,43420804.0,0
Kilimani,2,3,220.42462523900548,43680894.0,0
South B,2,3,207.97870817507157,48309785.0,0
Kilimani,4,3,157.98399284983364,50346311.0,0
Kitengela,1,2,49.260229622586266,17277643.0,1
Syokimau,2,2,79.6668676468557,30751090.0,1
Kitengela,3,3,195.34065154446606,23361553.0,1
Kilimani,3,4,86.21602801229389,55065747.0,0
Westlands,2,1,187.32850403517148,62746073.0,0
Kilimani,4,1,148.47623538208566,61883455.0,0
Syokimau,4,4,123.10307308879123,30169115.0,1
Kitengela,1,1,77.83003122387353,20169754.0,1
Kileleshwa,2,3,114.34536938851491,41401495.0,0
Syokimau,1,2,131.37887729249388,26611820.0,1
Rongai,2,1,181.9523338980673,23560097.0,1
Westlands,2,1,66.85586396197472,41211503.0,0
Kitengela,4,1,104.23098944843309,26144360.0,1
Athi River,3,1,122.68938791593709,20401983.0,1
Kileleshwa,1,2,159.76070146116987,47113508.0,0
Ruiru,1,3,65.49213974863338,22536397.0,1
Syokimau,2,4,41.00581242676709,22566972.0,1
Karen,2,2,160.437909102603,43581066.0,0
Ngong,2,2,28.9230531031978,15701120.0,1
Syokimau,4,2,197.0987828857301,48350172.0,1
Thika,4,2,110.64443415102552,23203714.0,1
Ruiru,2,2,27.148135063533218,25087373.0,1
Syokimau,4,1,91.17478683579034,30520193.0,1
Kitengela,2,1,142.74741798415423,12075107.0,1
Kilimani,3,1,88.03793474670134,59640294.0,0
Athi River,2,1,121.20178492946086,28488730.0,1
Kitengela,1,3,164.4047019423172,22617769.0,1
Ruiru,4,1,107.86857987674283,29226671.0,1
Lavington,2,3,63.77653941203199,34032613.0,0
Westlands,3,4,102.06096015768954,67720268.0,0
Ruiru,2,4,204.89040818755558,25572654.0,1
Westlands,1,4,221.10386071999102,47057036.0,0
Thika,1,1,20.0,14946536.0,1
Athi River,2,2,185.4616745514886,28727598.0,1
Ruiru,3,1,135.00886296212138,37266916.0,1
Athi River,2,3,175.438960747209,37710830.0,1
Ruiru,3,3,86.97070438394223,24706042.0,1
Thika,3,3,20.0,22050861.0,1
Kitengela,3,2,155.0693273188477,29732669.0,1
Ruiru,2,3,63.54136432303698,19430581.0,1
Parklands,4,1,36.70245411090886,56166660.0,0
Kileleshwa,2,1,40.89591705159202,47141425.0,0
Kilimani,2,3,156.05482694492008,47535146.0,0
Syokimau,1,2,128.36714796175184,35434658.0,1
South B,2,4,166.94796131248043,45158783.0,0
Ruiru,1,1,160.1445152697819,27957581.0,1
Westlands,3,3,94.74398612497404,52447106.0,0
Ruiru,1,2,115.77158556735266,32936483.0,1
Kitengela,2,3,89.31374827304762,19836027.0,1
Kilimani,3,3,107.38033362807055,59888387.0,0
Athi River,2,4,61.96471572113604,21103317.0,1
Embakasi,1,1,143.42905763246011,37414392.0,0
Kitengela,1,4,184.5072449389054,27696380.0,1
Ruiru,3,1,71.00321821074081,27809100.0,1
Ruiru,1,1,196.87617872408055,29142461.0,1
Kilimani,2,2,126.8112897886765,39624115.0,0
Karen,2,3,134.4647385843488,51767581.0,0
Ruiru,3,2,20.0,29981823.0,1
Ruiru,3,3,20.0,12623429.0,1
Athi River,3,3,128.64698176678093,20258696.0,1
Ruiru,1,1,167.38392747792045,23825533.0,1
Syokimau,2,4,79.71717338130286,20381515.0,1
Westlands,2,1,220.20563403498534,70321166.0,0
Ngong,1,3,164.09615845525894,32170476.0,1
Parklands,2,2,65.49952489752089,40570164.0,0
Syokimau,2,2,121.85092002321042,24509037.0,1
South B,2,2,268.61574802340476,52493237.0,0
Kilimani,3,1,45.44615983201767,28504337.0,0
Kitengela,2,2,151.69619633490632,39402046.0,1
Syokimau,3,1,100.63532683659946,24625026.0,1
Syokimau,2,1,162.41377745511073,28542152.0,1
Ruiru,2,1,196.03641877910292,28156906.0,1
Ruiru,2,2,96.82577467731795,20295193.0,1
Kilimani,1,3,187.13473630243044,63512617.0,0
Ruiru,1,2,253.27220365631766,37238350.0,1
Kilimani,2,3,123.97648424065409,54943297.0,0
Thika,4,2,167.09332124965113,22170585.0,1
Kileleshwa,3,2,84.5735537878035,42202549.0,0
Westlands,1,2,121.15555854187275,52513571.0,0
Kitengela,3,2,109.39949443750544,28430434.0,1
Syokimau,3,2,167.81615553951573,24489758.0,1
Karen,3,1,192.28055614541552,71829455.0,0
Syokimau,3,3,113.42070905295243,29880183.0,1
Ruiru,2,3,212.0173707439754,25565329.0,1
Ngong,1,1,211.80284649369776,17667291.0,1
Kitengela,2,3,170.81122459079404,32003481.0,1
Westlands,2,1,89.0384080966963,70707686.0,0
Kitengela,2,1,83.29027099560584,19257888.0,1
Lavington,2,1,71.25711871859768,46081977.0,0
Ruiru,4,3,176.94996421428965,40142909.0,1
Kileleshwa,4,3,47.29390755063814,30114869.0,0
Kilimani,4,3,160.61025924666043,44324007.0,0
Kilimani,3,1,55.13343913055323,34987182.0,0
Ruiru,4,2,169.41276719051842,38865254.0,1
Syokimau,1,3,121.03317496383363,33590623.0,1
Kilimani,2,1,200.01831371158966,49527692.0,0
Parklands,2,2,188.48727469927627,35282357.0,0
Thika,3,1,206.1039247201267,27165702.0,1
Syokimau,2,1,207.64912309734677,28299038.0,1
Rongai,3,2,128.61785003929185,20862601.0,1
Kilimani,1,2,50.472416014523716,38227240.0,0
Kitengela,2,1,56.84861670015729,25468517.0,1
Syokimau,3,1,20.0,26902261.0,1
Rongai,1,1,54.980049994314385,19217309.0,1
Ngong,2,1,124.12941946227895,25494096.0,1
Kileleshwa,2,1,86.42074915049028,38679705.0,0
Parklands,2,2,109.19186373540892,28481547.0,0
Kilimani,3,2,149.56292516768406,48482714.0,0
Karen,2,2,101.75608451605451,46891124.0,0
South B,2,3,52.69027197524494,22379472.0,0
Kilimani,1,3,116.80597994619407,45479455.0,0
Thika,3,1,66.0905707936293,20014485.0,1
Westlands,2,1,103.75281018125622,50382625.0,0
Ruiru,3,3,200.5666178653802,38042779.0,1
Kitengela,3,1,103.76968175422952,21616397.0,1
Syokimau,1,1,226.2574532008647,32399001.0,1
Parklands,4,1,205.8981592162782,29532235.0,0
Athi River,3,2,85.2416814852574,32351826.0,1
Kitengela,2,2,53.33257401505347,16505537.0,1
Ngong,1,4,116.8467502847884,20938918.0,1
South B,4,3,189.19966580381333,51290148.0,0
Westlands,3,2,90.58854562627872,46729722.0,0
Embakasi,1,2,174.48541789572835,22986176.0,0
Kilimani,2,1,192.5063993481653,54417388.0,0
Ngong,3,1,73.55846097824366,27517051.0,1
Kileleshwa,3,1,79.43693470268477,35346602.0,0
Kilimani,3,1,162.7597219276204,42636697.0,0
Ruiru,2,1,129.11085297849422,25064664.0,1
Syokimau,3,1,78.83630840737928,26305592.0,1
Ruiru,2,2,98.86917311282477,16121415.0,1
Westlands,1,4,115.76882683635485,45572591.0,0
Syokimau,3,2,26.108734502672363,33655590.0,1
Lavington,5,4,165.9385863889617,44156842.0,0
Ruiru,2,2,91.27846866364852,22580646.0,1
Kileleshwa,2,2,20.0,27477952.0,0
Ruiru,3,2,118.56774190143284,31908942.0,1
Westlands,2,1,75.50572446638955,58031266.0,0
Rongai,3,1,221.3293315381606,37782095.0,1
Rongai,3,4,84.8732987448019,17817195.0,1
Syokimau,1,4,54.14139818528335,25526810.0,1
Ruiru,5,1,150.47596019772095,42493372.0,1
Ngong,3,1,80.37315791954501,27017908.0,1
Kitengela,4,2,73.23262792486607,29212667.0,1
Rongai,3,1,150.57008296946435,24478945.0,1
Syokimau,4,2,57.57196152662603,29105868.0,1
Ngong,1,1,32.56358050803283,23857882.0,1
Syokimau,2,2,223.55988012566024,35355857.0,1
Ruiru,4,1,154.76992425603868,23814823.0,1
South B,1,2,104.14744290033809,28815395.0,0
Kitengela,1,1,119.79136741788383,30412515.0,1
Syokimau,3,2,150.35186148696937,33032144.0,1
Kileleshwa,3,4,178.40024697680525,46501572.0,0
Syokimau,1,2,74.64148252109929,21547085.0,1
Syokimau,4,3,141.96879155794093,39728875.0,1
Kilimani,3,3,89.59774942738568,58602431.0,0
Westlands,2,4,108.66112532924254,60669078.0,0
Syokimau,3,3,129.64157204789427,38632457.0,1
Thika,2,2,119.59928561683967,22259611.0,1
Kitengela,1,3,164.1340138981543,24035127.0,1
Kileleshwa,2,1,149.22519354693563,41133537.0,0
Athi River,2,2,29.509847437669336,20633453.0,1
Kilimani,2,4,38.53060757607348,51353661.0,0
Ruiru,3,3,97.81699891444242,33777775.0,1
Kilimani,3,4,229.7175157465095,56476742.0,0
Kilimani,2,3,68.90449004990387,29582053.0,0
Kileleshwa,3,3,107.50663742323482,27738036.0,0
Ruiru,1,3,87.81923838260869,25039939.0,1
Westlands,1,3,86.7573369547152,53907744.0,0
Ruiru,4,2,130.69438463430333,30048807.0,1
Kitengela,1,4,204.0466365717391,39694776.0,1
Kitengela,1,3,147.35810399283534,20267808.0,1
Ruiru,3,3,71.78814231437447,19784369.0,1
Rongai,2,2,285.1937706481924,27973789.0,1
Kilimani,4,2,124.71439325766755,40601016.0,0
Kitengela,2,1,85.3667426170732,26822753.0,1
Westlands,1,4,204.72578248065537,47372727.0,0
Westlands,2,2,91.85576292337089,32859579.0,0
Syokimau,2,1,219.7748192992466,38871151.0,1
Kitengela,2,1,67.761432542,15155695.0,1
Karen,2,3,205.80182333528217,45801809.0,0
Kitengela,4,3,132.06285985690167,19995700.0,1
South B,4,3,197.463133962146,42566296.0,0
